run_name,use_bid_ask,test_method,method,pair,date,n_rows,n_maturities,call_pairs_tested,call_violations,call_violation_rate,put_pairs_tested,put_violations,put_violation_rate
rounded_mid,false,rounded,original,AUDJPY,2016-11-30,140,14,224,0,0.0,224,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-01,140,14,225,0,0.0,225,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-02,140,14,235,0,0.0,235,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-05,140,14,220,0,0.0,220,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-06,140,14,225,0,0.0,225,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-07,140,14,226,0,0.0,226,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-08,140,14,225,0,0.0,225,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-09,140,14,234,0,0.0,234,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-12,140,14,226,0,0.0,226,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-13,140,14,232,0,0.0,232,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-14,140,14,228,0,0.0,228,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-15,140,14,214,0,0.0,214,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-16,140,14,230,6,0.02608695652173913,230,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-19,140,14,230,0,0.0,230,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-20,140,14,206,0,0.0,206,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-21,140,14,206,0,0.0,206,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-22,140,14,217,0,0.0,217,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-23,140,14,201,0,0.0,201,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-26,140,14,203,0,0.0,203,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-27,140,14,204,0,0.0,204,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-28,140,14,203,0,0.0,203,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-29,140,14,209,0,0.0,209,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2016-12-30,140,14,212,0,0.0,212,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-02,140,14,219,0,0.0,219,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-03,140,14,210,0,0.0,210,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-04,140,14,216,0,0.0,216,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-05,140,14,216,0,0.0,216,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-06,140,14,215,0,0.0,215,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-09,140,14,216,0,0.0,216,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-10,140,14,217,0,0.0,217,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-11,140,14,218,0,0.0,218,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-12,140,14,224,0,0.0,224,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-13,140,14,223,0,0.0,223,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-16,140,14,224,0,0.0,224,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-17,140,14,226,0,0.0,226,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-18,140,14,229,0,0.0,229,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-19,140,14,225,0,0.0,225,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-20,140,14,229,0,0.0,229,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-23,140,14,227,0,0.0,227,0,0.0
rounded_mid,false,rounded,original,AUDJPY,2017-01-24,140,14,228,0,0.0,228,0,0.0
