cp_flag,moneyness_region,violations,sum_max_relative_spread,sum_mean_relative_spread,sum_min_leg_volume,sum_total_leg_volume,open_interest_observations,sum_min_leg_open_interest,mean_max_relative_spread,mean_leg_relative_spread,mean_min_leg_volume,mean_total_leg_volume,mean_min_leg_open_interest
C,both_itm,9862,690.9505058444869,375.6318459087335,59862.0,8802905.0,9862,379194.0,0.07006190487167785,0.038088810171236415,6.069965524234435,892.6084972622186,38.450010139931045
C,both_otm,1892581,1350650.4583037451,691698.1242251535,51277952.0,3635554761.0,1892581,673135413.0,0.7136552984013604,0.3654787426404225,27.094191477141532,1920.9506811069116,355.67059639719514
C,crosses_forward,37565,36137.828079575185,14715.27010903834,420944.0,61400012.0,37565,4453185.0,0.9620079350346116,0.39172820734828534,11.205750033275656,1634.5005191002263,118.54612005856515
P,both_itm,34022,3097.4520990168467,1805.109563608384,364452.0,35403345.0,34022,3347222.0,0.09104262239188897,0.05305712667122403,10.712245017929575,1040.601522544236,98.38404561754159
P,both_otm,36655812,4419988.464693393,2552703.930626539,541639265.0,39619976789.0,36655812,6252371089.0,0.12058083625847363,0.06963981402530488,14.776354292738079,1080.8647968022096,170.56970635379733
P,crosses_forward,70051,28236.991551668114,14074.664620339168,2221374.0,167790440.0,70051,12406767.0,0.4030919123448361,0.20092025267789423,31.710810695065025,2395.2611668641416,177.11049092803813
